model,mode,scenario_id,category,expected,predicted,false_positives,false_negatives,invalid_finding_count,parse_success,abstained,latency_ms
llama3.1:8b,retrieval_grounded,mixed-008,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,AE-R001@components[0].pins[3]; AE-R002@components[0].id; AE-R003@wires[1].target.component_id; AE-R004@wires[2].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R001@components[0].pins[3]; AE-R002@components[0].id; AE-R003@wires[1].target.component_id; AE-R004@wires[2].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,0,True,False,157192.91450001765
llama3.1:8b,retrieval_grounded,mixed-009,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R001@components[0].pins[0]; AE-R002@components[0].id; AE-R003@wires[0].source.component_id; AE-R004@wires[0].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R001@components[0].pins[0]; AE-R002@components[0].id; AE-R003@wires[0].source.component_id; AE-R004@wires[0].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R001@components[0].part_number; AE-R004@wires[1],0,True,False,169058.09299999964
llama3.1:8b,retrieval_grounded,single-ae-r001-000,single_fault,AE-R001@components[0].part_number,AE-R001@components[1].part_number; AE-R002@components[0].id; AE-R003@wires[0].source.component_id,AE-R001@components[1].part_number; AE-R002@components[0].id; AE-R003@wires[0].source.component_id,AE-R001@components[0].part_number,0,True,False,142560.32170000253
llama3.1:8b,retrieval_grounded,single-ae-r001-001,single_fault,AE-R001@components[0].part_number,AE-R001@components[0].part_number; AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number; AE-R002@components[0].id; AE-R003@wires[0].source.component_id; AE-R003@wires[2].target.component_id,AE-R001@components[2].part_number; AE-R001@components[4].part_number; AE-R001@components[6].part_number; AE-R002@components[0].id; AE-R003@wires[0].source.component_id; AE-R003@wires[2].target.component_id,,0,True,False,185838.04110001074
llama3.1:8b,retrieval_grounded,single-ae-r001-002,single_fault,AE-R001@components[0].part_number,AE-R001@components[0].part_number; AE-R002@components[0].id; AE-R005@wires[0].requirement_ids,AE-R002@components[0].id; AE-R005@wires[0].requirement_ids,,0,True,False,116301.84430000372
llama3.1:8b,retrieval_grounded,single-ae-r001-003,single_fault,AE-R001@components[0].part_number,AE-R001@components[0].part_number; AE-R002@components[0].id; AE-R003@wires[0].source.component_id,AE-R002@components[0].id; AE-R003@wires[0].source.component_id,,0,True,False,125738.24810000951
llama3.1:8b,retrieval_grounded,single-ae-r001-004,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,261544.8189000017
llama3.1:8b,retrieval_grounded,single-ae-r002-000,single_fault,AE-R002@components[1].id,AE-R002@components[1].id; AE-R002@components[5].id; AE-R002@components[9].id,AE-R002@components[5].id; AE-R002@components[9].id,,0,True,False,130247.87460002699
llama3.1:8b,retrieval_grounded,single-ae-r002-001,single_fault,AE-R002@components[1].id,AE-R002@components[0].id; AE-R002@components[1].id,AE-R002@components[0].id,,0,True,False,92777.57989999373
llama3.1:8b,retrieval_grounded,single-ae-r002-002,single_fault,AE-R002@components[1].id,AE-R001@components[0].part_number; AE-R001@components[1].part_number; AE-R002@components[0].id; AE-R002@components[1].id,AE-R001@components[0].part_number; AE-R001@components[1].part_number; AE-R002@components[0].id,,0,True,False,151085.58089999133
llama3.1:8b,retrieval_grounded,single-ae-r002-003,single_fault,AE-R002@components[1].id,AE-R001@components[0]; AE-R001@components[1]; AE-R002@components[0].id; AE-R002@components[1].id,AE-R001@components[0]; AE-R001@components[1]; AE-R002@components[0].id,,0,True,False,145418.25770001742
llama3.1:8b,retrieval_grounded,single-ae-r002-004,single_fault,AE-R002@components[1].id,AE-R002@components[0].id; AE-R002@components[1].id,AE-R002@components[0].id,,0,True,False,93160.29160001199
llama3.1:8b,retrieval_grounded,single-ae-r003-000,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].source.pin_id; AE-R004@wires[2].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R003@wires[0].source.pin_id; AE-R004@wires[2].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R003@wires[0].target.pin_id,0,True,False,122131.58909999765
llama3.1:8b,retrieval_grounded,single-ae-r003-001,single_fault,AE-R003@wires[0].target.pin_id,AE-R001@components[0]; AE-R002@components[0].id; AE-R003@wires[0].source.component_id; AE-R003@wires[2].target.component_id,AE-R001@components[0]; AE-R002@components[0].id; AE-R003@wires[0].source.component_id; AE-R003@wires[2].target.component_id,AE-R003@wires[0].target.pin_id,0,True,False,138585.18729999196
llama3.1:8b,retrieval_grounded,single-ae-r003-002,single_fault,AE-R003@wires[0].target.pin_id,AE-R002@components[0].id; AE-R003@wires[0].source.pin_id; AE-R003@wires[3].target.pin_id; AE-R005@wires[0].requirement_ids,AE-R002@components[0].id; AE-R003@wires[0].source.pin_id; AE-R003@wires[3].target.pin_id; AE-R005@wires[0].requirement_ids,AE-R003@wires[0].target.pin_id,0,True,False,157479.69150001882
llama3.1:8b,retrieval_grounded,single-ae-r003-003,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].source.pin_id; AE-R004@wires[2].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R003@wires[0].source.pin_id; AE-R004@wires[2].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R003@wires[0].target.pin_id,0,True,False,124035.84039999987
llama3.1:8b,retrieval_grounded,single-ae-r003-004,single_fault,AE-R003@wires[0].target.pin_id,AE-R001@components[0]; AE-R002@components[0].id; AE-R003@wires[0].source.component_id; AE-R003@wires[3].target.component_id,AE-R001@components[0]; AE-R002@components[0].id; AE-R003@wires[0].source.component_id; AE-R003@wires[3].target.component_id,AE-R003@wires[0].target.pin_id,0,True,False,147265.4402999906
llama3.1:8b,retrieval_grounded,single-ae-r004-000,single_fault,AE-R004@wires[1],AE-R004@wires[0].source.component_id; AE-R004@wires[1].target.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[0].source.component_id; AE-R004@wires[1].target.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[1],0,True,False,137950.38709999062
llama3.1:8b,retrieval_grounded,single-ae-r004-001,single_fault,AE-R004@wires[1],AE-R004@wires[0].source.component_id; AE-R004@wires[1].target.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[0].source.component_id; AE-R004@wires[1].target.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[1],0,True,False,141306.18390001473
llama3.1:8b,retrieval_grounded,single-ae-r004-002,single_fault,AE-R004@wires[1],AE-R001@components[0].pins[0]; AE-R002@components[0].id; AE-R004@wires[0].source.component_id,AE-R001@components[0].pins[0]; AE-R002@components[0].id; AE-R004@wires[0].source.component_id,AE-R004@wires[1],0,True,False,113389.82190002571
llama3.1:8b,retrieval_grounded,single-ae-r004-003,single_fault,AE-R004@wires[1],AE-R004@wires[0].source.component_id; AE-R004@wires[1].target.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[0].source.component_id; AE-R004@wires[1].target.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[1],0,True,False,137226.55089999898
llama3.1:8b,retrieval_grounded,single-ae-r004-004,single_fault,AE-R004@wires[1],AE-R004@wires[0].source.component_id; AE-R004@wires[1].target.component_id; AE-R004@wires[2].source.component_id; AE-R004@wires[3].target.component_id; AE-R004@wires[4].source.component_id; AE-R004@wires[5].target.component_id; AE-R004@wires[6].source.component_id,AE-R004@wires[0].source.component_id; AE-R004@wires[1].target.component_id; AE-R004@wires[2].source.component_id; AE-R004@wires[3].target.component_id; AE-R004@wires[4].source.component_id; AE-R004@wires[5].target.component_id; AE-R004@wires[6].source.component_id,AE-R004@wires[1],0,True,False,215514.08769999398
llama3.1:8b,retrieval_grounded,single-ae-r005-000,single_fault,AE-R005@wires[2].requirement_ids,AE-R003@wires[2].source.component_id; AE-R005@wires[2].requirement_ids,AE-R003@wires[2].source.component_id,,0,True,False,91401.23740001582
llama3.1:8b,retrieval_grounded,single-ae-r005-001,single_fault,AE-R005@wires[2].requirement_ids,AE-R003@wires[3].source.component_id; AE-R005@wires[2].requirement_ids,AE-R003@wires[3].source.component_id,,0,True,False,102398.7741000019
llama3.1:8b,retrieval_grounded,single-ae-r005-002,single_fault,AE-R005@wires[2].requirement_ids,AE-R003@wires[0].source.component_id; AE-R004@wires[0].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R003@wires[0].source.component_id; AE-R004@wires[0].source.signal_class; AE-R005@wires[0].requirement_ids,AE-R005@wires[2].requirement_ids,0,True,False,114833.75029999297
llama3.1:8b,retrieval_grounded,single-ae-r005-003,single_fault,AE-R005@wires[2].requirement_ids,AE-R002@components[0].id; AE-R003@wires[3].source.component_id; AE-R005@wires[2].requirement_ids,AE-R002@components[0].id; AE-R003@wires[3].source.component_id,,0,True,False,128194.69400000526
llama3.1:8b,retrieval_grounded,single-ae-r005-004,single_fault,AE-R005@wires[2].requirement_ids,AE-R003@wires[3].source.component_id; AE-R005@wires[2].requirement_ids,AE-R003@wires[3].source.component_id,,0,True,False,100532.51119999913
mistral:7b,hybrid_explainer,clean-000,clean,,AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R004@wires[0]; AE-R005@wires[1],AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R004@wires[0]; AE-R005@wires[1],,0,True,False,191322.0743999991
mistral:7b,hybrid_explainer,clean-001,clean,,,,,0,False,True,294513.23969999794
mistral:7b,hybrid_explainer,clean-002,clean,,AE-R001@components[0].id; AE-R002@components[1].id; AE-R004@wires[0].source.component_id; AE-R005@wires[0].requirement_ids,AE-R001@components[0].id; AE-R002@components[1].id; AE-R004@wires[0].source.component_id; AE-R005@wires[0].requirement_ids,,0,True,False,220036.32600000128
mistral:7b,hybrid_explainer,clean-003,clean,,AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R005@wires[1].requirement_ids,AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R005@wires[1].requirement_ids,,0,True,False,167048.97519998485
mistral:7b,hybrid_explainer,clean-004,clean,,AE-R001@components[3].part_number; AE-R002@components[4].id; AE-R005@wires[1].requirement_ids,AE-R001@components[3].part_number; AE-R002@components[4].id; AE-R005@wires[1].requirement_ids,,0,True,False,148434.74010002683
mistral:7b,hybrid_explainer,mixed-003,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R001@components[1].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R001@components[1].part_number,AE-R001@components[0].part_number,0,True,False,188087.5283999776
mistral:7b,hybrid_explainer,mixed-004,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R004@wires[3]; AE-R004@wires[5],AE-R004@wires[3]; AE-R004@wires[5],AE-R001@components[0].part_number,0,True,False,223638.02730001044
mistral:7b,hybrid_explainer,mixed-005,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,AE-R001@components[1].part_number; AE-R003@wires[0].target.pin_id,AE-R001@components[1].part_number,AE-R001@components[0].part_number; AE-R002@components[1].id,0,True,False,162200.9530000214
mistral:7b,hybrid_explainer,mixed-007,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R001@components[1].part_number; AE-R004@wires[1],AE-R001@components[1].part_number,AE-R001@components[0].part_number,0,True,False,163310.99309999263
mistral:7b,hybrid_explainer,mixed-008,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,AE-R001@components[1].part_number; AE-R003@wires[0].target.pin_id,AE-R001@components[1].part_number,AE-R001@components[0].part_number,0,True,False,177124.09040000057
mistral:7b,hybrid_explainer,mixed-009,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R001@components[1].part_number; AE-R004@wires[1],AE-R001@components[1].part_number,AE-R001@components[0].part_number,0,True,False,155237.80169998645
mistral:7b,hybrid_explainer,single-ae-r001-000,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,298578.4810000041
mistral:7b,hybrid_explainer,single-ae-r001-001,single_fault,AE-R001@components[0].part_number,AE-R001@components[3].zone; AE-R001@components[4].zone; AE-R001@components[6].zone,AE-R001@components[3].zone; AE-R001@components[4].zone; AE-R001@components[6].zone,AE-R001@components[0].part_number,0,True,False,163205.70200000657
mistral:7b,hybrid_explainer,single-ae-r001-002,single_fault,AE-R001@components[0].part_number,AE-R001@components[1].part_number; AE-R001@components[5].part_number; AE-R001@components[9].part_number,AE-R001@components[1].part_number; AE-R001@components[5].part_number; AE-R001@components[9].part_number,AE-R001@components[0].part_number,0,True,False,189854.90870001377
mistral:7b,hybrid_explainer,single-ae-r001-003,single_fault,AE-R001@components[0].part_number,AE-R001@components[1].part_number,AE-R001@components[1].part_number,AE-R001@components[0].part_number,0,True,False,100420.37830001209
mistral:7b,hybrid_explainer,single-ae-r001-004,single_fault,AE-R001@components[0].part_number,AE-R001@components[3].part_number; AE-R001@components[5].part_number; AE-R001@components[7].part_number,AE-R001@components[3].part_number; AE-R001@components[5].part_number; AE-R001@components[7].part_number,AE-R001@components[0].part_number,0,True,False,159592.209800001
mistral:7b,hybrid_explainer,single-ae-r005-004,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[3].requirement_ids,AE-R005@wires[3].requirement_ids,AE-R005@wires[2].requirement_ids,0,True,False,98734.81220001122
mistral:7b,llm_only,clean-000,clean,,AE-R002@components[1].part_number; AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids,AE-R002@components[1].part_number; AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids,,0,True,False,213250.79140000162
mistral:7b,llm_only,clean-001,clean,,AE-R002@components[4].part_number; AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids,AE-R002@components[4].part_number; AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids,,0,True,False,201572.01889998396
mistral:7b,llm_only,clean-002,clean,,AE-R001@components[5].part_number; AE-R002@components[6].part_number; AE-R003@wires[1].source.component_id; AE-R004@wires[2].source; AE-R005@wires[3].requirement_ids,AE-R001@components[5].part_number; AE-R002@components[6].part_number; AE-R003@wires[1].source.component_id; AE-R004@wires[2].source; AE-R005@wires[3].requirement_ids,,0,True,False,278945.67349998397
mistral:7b,llm_only,clean-003,clean,,AE-R002@components[1].part_number; AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids,AE-R002@components[1].part_number; AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids,,0,True,False,174609.68930000672
mistral:7b,llm_only,clean-004,clean,,AE-R002@components[1].part_number; AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids,AE-R002@components[1].part_number; AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids,,0,True,False,183099.7443999804
mistral:7b,llm_only,mixed-000,mixed_fault,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,,,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,False,True,295728.1659000146
mistral:7b,llm_only,mixed-001,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R002@components[4].part_number; AE-R005@wires[0].target.component_id,AE-R002@components[4].part_number; AE-R005@wires[0].target.component_id,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,True,False,136763.56120000128
mistral:7b,llm_only,mixed-002,mixed_fault,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R005@wires[2].requirement_ids,AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids,AE-R005@wires[0].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R005@wires[2].requirement_ids,0,True,False,168494.90890000015
mistral:7b,llm_only,mixed-003,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R002@components[4].part_number; AE-R004@wires[2]; AE-R005@wires[0].requirement_ids,AE-R002@components[4].part_number; AE-R004@wires[2]; AE-R005@wires[0].requirement_ids,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,True,False,192688.59199999133
mistral:7b,llm_only,mixed-004,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],,,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],0,False,True,275848.16870000213
mistral:7b,llm_only,mixed-005,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,,,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,0,False,True,301820.97470000735
mistral:7b,llm_only,mixed-006,mixed_fault,AE-R002@components[1].id; AE-R004@wires[1],,,AE-R002@components[1].id; AE-R004@wires[1],0,False,True,321303.8903000124
mistral:7b,llm_only,mixed-007,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R002@components[3].part_number; AE-R004@wires[2]; AE-R005@wires[0].requirement_ids,AE-R002@components[3].part_number; AE-R004@wires[2]; AE-R005@wires[0].requirement_ids,AE-R001@components[0].part_number; AE-R004@wires[1],0,True,False,193817.48070000322
mistral:7b,llm_only,mixed-008,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,,,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,0,False,True,307479.29690001183
mistral:7b,llm_only,mixed-009,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],AE-R002@components[3].part_number; AE-R003@wires[5].source; AE-R004@wires[2].target; AE-R005@wires[0].requirement_ids,AE-R002@components[3].part_number; AE-R003@wires[5].source; AE-R004@wires[2].target; AE-R005@wires[0].requirement_ids,AE-R001@components[0].part_number; AE-R004@wires[1],0,True,False,288687.9936000041
mistral:7b,llm_only,single-ae-r001-000,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,316556.0717000044
mistral:7b,llm_only,single-ae-r001-001,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,301689.7398000001
mistral:7b,llm_only,single-ae-r001-002,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,314684.5500000054
mistral:7b,llm_only,single-ae-r001-003,single_fault,AE-R001@components[0].part_number,AE-R001@components[0]; AE-R001@components[4]; AE-R002@components[5]; AE-R002@components[9],AE-R001@components[0]; AE-R001@components[4]; AE-R002@components[5]; AE-R002@components[9],AE-R001@components[0].part_number,0,True,False,217766.30990000558
mistral:7b,llm_only,single-ae-r001-004,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,301020.52930000355
mistral:7b,llm_only,single-ae-r002-000,single_fault,AE-R002@components[1].id,,,AE-R002@components[1].id,0,False,True,317071.297699993
mistral:7b,llm_only,single-ae-r002-001,single_fault,AE-R002@components[1].id,,,AE-R002@components[1].id,0,False,True,285694.63760001236
mistral:7b,llm_only,single-ae-r002-002,single_fault,AE-R002@components[1].id,AE-R002@components[0].id; AE-R002@components[12].id; AE-R002@components[4].id; AE-R002@components[8].id,AE-R002@components[0].id; AE-R002@components[12].id; AE-R002@components[4].id; AE-R002@components[8].id,AE-R002@components[1].id,0,True,False,239125.8304999792
mistral:7b,llm_only,single-ae-r002-003,single_fault,AE-R002@components[1].id,,,AE-R002@components[1].id,0,False,True,326399.3938000058
mistral:7b,llm_only,single-ae-r002-004,single_fault,AE-R002@components[1].id,,,AE-R002@components[1].id,0,False,True,315336.4298000233
mistral:7b,llm_only,single-ae-r003-000,single_fault,AE-R003@wires[0].target.pin_id,,,AE-R003@wires[0].target.pin_id,0,False,True,330903.9506999834
mistral:7b,llm_only,single-ae-r003-001,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target.component_id; AE-R003@wires[1].source.pin_id; AE-R004@wires[2].source; AE-R004@wires[3].target,AE-R003@wires[0].target.component_id; AE-R003@wires[1].source.pin_id; AE-R004@wires[2].source; AE-R004@wires[3].target,AE-R003@wires[0].target.pin_id,0,True,False,297434.4604999933
mistral:7b,llm_only,single-ae-r003-002,single_fault,AE-R003@wires[0].target.pin_id,,,AE-R003@wires[0].target.pin_id,0,False,True,325033.10160001274
mistral:7b,llm_only,single-ae-r003-003,single_fault,AE-R003@wires[0].target.pin_id,,,AE-R003@wires[0].target.pin_id,0,False,True,312769.4681000139
mistral:7b,llm_only,single-ae-r003-004,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[1].source.component_id; AE-R003@wires[2].target.component_id; AE-R003@wires[5].source.component_id; AE-R003@wires[6].target.component_id,AE-R003@wires[1].source.component_id; AE-R003@wires[2].target.component_id; AE-R003@wires[5].source.component_id; AE-R003@wires[6].target.component_id,AE-R003@wires[0].target.pin_id,0,True,False,234627.05700000515
mistral:7b,llm_only,single-ae-r004-000,single_fault,AE-R004@wires[1],,,AE-R004@wires[1],0,False,True,300484.4338000112
mistral:7b,llm_only,single-ae-r004-001,single_fault,AE-R004@wires[1],AE-R004@wires[0].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[0].source.component_id; AE-R004@wires[5].target.component_id,AE-R004@wires[1],0,True,False,160274.68980001868
mistral:7b,llm_only,single-ae-r004-002,single_fault,AE-R004@wires[1],,,AE-R004@wires[1],0,False,True,313621.87549998634
mistral:7b,llm_only,single-ae-r004-003,single_fault,AE-R004@wires[1],,,AE-R004@wires[1],0,False,True,291688.74670000514
mistral:7b,llm_only,single-ae-r004-004,single_fault,AE-R004@wires[1],AE-R003@wires[2].requirement_ids; AE-R003@wires[5].requirement_ids,AE-R003@wires[2].requirement_ids; AE-R003@wires[5].requirement_ids,AE-R004@wires[1],0,True,False,165865.8232000016
mistral:7b,llm_only,single-ae-r005-000,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids; AE-R005@wires[6].requirement_ids,,0,True,False,211750.59549999423
mistral:7b,llm_only,single-ae-r005-001,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2],AE-R005@wires[2],AE-R005@wires[2].requirement_ids,0,True,False,112184.82470000163
mistral:7b,llm_only,single-ae-r005-002,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids; AE-R005@wires[6].requirement_ids,,0,True,False,206468.02309999475
mistral:7b,llm_only,single-ae-r005-003,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2].requirement_ids; AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[4].requirement_ids; AE-R005@wires[5].requirement_ids; AE-R005@wires[6].requirement_ids,,0,True,False,221239.7396999877
mistral:7b,llm_only,single-ae-r005-004,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2],AE-R005@wires[2],AE-R005@wires[2].requirement_ids,0,True,False,114136.026400025
mistral:7b,retrieval_grounded,clean-000,clean,,AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R005@wires[1].requirement_ids,AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R005@wires[1].requirement_ids,,0,True,False,163047.5117000169
mistral:7b,retrieval_grounded,clean-001,clean,,,,,0,False,True,294013.59000001685
mistral:7b,retrieval_grounded,clean-002,clean,,AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R004@wires[1],AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R004@wires[1],,0,True,False,185110.00610000337
mistral:7b,retrieval_grounded,clean-003,clean,,,,,0,False,True,296629.0810999926
mistral:7b,retrieval_grounded,clean-004,clean,,AE-R001@components[0].zone; AE-R002@components[1].id; AE-R005@wires[0].requirement_ids,AE-R001@components[0].zone; AE-R002@components[1].id; AE-R005@wires[0].requirement_ids,,0,True,False,168308.31600000965
mistral:7b,retrieval_grounded,mixed-000,mixed_fault,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R001@components[0]; AE-R002@components[1]; AE-R003@wires[2]; AE-R004@wires[5]; AE-R005@wires[0],AE-R001@components[0]; AE-R002@components[1]; AE-R003@wires[2]; AE-R004@wires[5]; AE-R005@wires[0],AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,True,False,247560.45619997894
mistral:7b,retrieval_grounded,mixed-001,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R004@wires[1].source.component_id; AE-R005@wires[2].requirement_ids,AE-R001@components[4].part_number; AE-R002@components[5].id; AE-R004@wires[1].source.component_id,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],0,True,False,205124.16409997968
mistral:7b,retrieval_grounded,mixed-002,mixed_fault,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R005@wires[2].requirement_ids,AE-R001@components[4].part_number; AE-R002@components[4].id; AE-R004@wires[1]; AE-R005@wires[1],AE-R001@components[4].part_number; AE-R002@components[4].id; AE-R004@wires[1]; AE-R005@wires[1],AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R005@wires[2].requirement_ids,0,True,False,192179.4099000108
mistral:7b,retrieval_grounded,mixed-003,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,,,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,False,True,314077.8871999937
mistral:7b,retrieval_grounded,mixed-004,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],AE-R001@components[3].part_number; AE-R002@components[4].id; AE-R003@wires[0].source.pin_id; AE-R004@wires[0]; AE-R005@wires[0],AE-R001@components[3].part_number; AE-R002@components[4].id; AE-R003@wires[0].source.pin_id; AE-R004@wires[0]; AE-R005@wires[0],AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],0,True,False,215895.84109999123
mistral:7b,retrieval_grounded,mixed-005,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,AE-R001@components[3].part_number; AE-R002@components[4].id; AE-R004@wires[0]; AE-R005@wires[0],AE-R001@components[3].part_number; AE-R002@components[4].id; AE-R004@wires[0]; AE-R005@wires[0],AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,0,True,False,211706.16279999376
